Gender,true_emotion,pred_emotion,true_EmoAct,true_EmoVal,pred_EmoAct,pred_EmoVal
Female,sad,neutral,0.375,0.25,0.41995367,0.5782501
Male,neutral,angry,0.5,0.25,0.6451919,0.33445016
Female,angry,angry,0.5,0.33333325,0.6581955,0.37439427
Male,sad,sad,0.25,0.125,0.3912839,0.24080072
Female,happy,happy,0.875,0.875,0.46702152,0.68408626
Female,happy,sad,0.625,0.75,0.363945,0.3795472
Male,angry,surprise,0.625,0.125,0.87224793,0.679879
Male,happy,surprise,0.375,0.75,0.4798665,0.554007
Male,neutral,happy,0.5,0.5,0.56098664,0.59697455
Female,sad,neutral,0.625,0.375,0.4351689,0.5225251
Female,angry,angry,0.5,0.25,0.72084564,0.34495258
Male,neutral,happy,0.5,0.375,0.4917469,0.61976725
Male,happy,happy,0.875,0.875,0.71526814,0.7332093
Female,happy,happy,0.625,0.875,0.7198426,0.58158696
Female,neutral,happy,0.33333325,0.5,0.6360287,0.78209776
Female,happy,angry,0.75,0.375,0.8068822,0.23333454
Male,angry,neutral,0.625,0.625,0.6789345,0.5541372
Male,happy,neutral,0.625,0.5,0.48395908,0.5514552
Male,happy,neutral,0.625,0.5,0.6182945,0.5357445
Male,neutral,neutral,0.5,0.375,0.49910218,0.47211605
Female,neutral,surprise,0.25,0.75,0.4879096,0.5273408
Female,happy,happy,0.625,0.75,0.83398956,0.77554995
Male,happy,neutral,0.75,0.75,0.50487065,0.5169139
Male,neutral,happy,0.375,0.5,0.5910035,0.74431753
Female,angry,surprise,0.375,0.375,0.4773863,0.5439528
Male,neutral,happy,0.5,0.5,0.83091444,0.7992169
Male,angry,angry,0.5,0.125,0.72101545,0.24165481
Female,angry,angry,0.875,0.25,0.8317472,0.18743847
Female,angry,angry,0.5,0.375,0.7714598,0.236146
Male,angry,angry,0.625,0.375,0.82818204,0.32380998
Female,neutral,neutral,0.25,0.5,0.5791193,0.55452216
Male,angry,angry,0.5,0.25,0.71568704,0.27874145
Male,sad,sad,0.5,0.375,0.4545904,0.27457526
Male,angry,angry,0.625,0.125,0.54871917,0.23322736
Female,sad,angry,0.5,0.25,0.71320236,0.23523413
Male,neutral,happy,0.375,0.375,0.47507158,0.56889516
Male,neutral,happy,0.5,0.75,0.5435916,0.7716515
Male,neutral,neutral,0.375,0.375,0.43775126,0.4609422
Female,angry,angry,0.625,0.25,0.7078829,0.22130676
Male,sad,neutral,0.25,0.25,0.38120142,0.48959824
Male,neutral,happy,0.41666675,0.41666675,0.59285843,0.65819365
Female,happy,happy,0.875,1.0,0.8595412,0.77201694
Female,neutral,contempt,0.41666675,0.5,0.73056304,0.44011945
Female,happy,angry,0.75,0.25,0.8356419,0.30142125
Female,happy,happy,0.5,0.75,0.6115755,0.6943266
Male,happy,surprise,0.375,0.625,0.58038944,0.6037149
Female,sad,sad,0.375,0.25,0.34699383,0.32362294
Male,neutral,angry,0.625,0.75,0.66209036,0.3572234
Male,happy,neutral,0.5,0.625,0.5823507,0.59486896
Male,happy,happy,0.75,0.75,0.7448083,0.74360293
Female,happy,angry,0.5,0.75,0.77011335,0.57545173
Male,happy,contempt,0.5,0.25,0.6120396,0.46015534
Female,neutral,surprise,0.375,0.75,0.6092965,0.6560333
Male,angry,angry,0.75,0.25,0.7371704,0.23202021
Male,sad,sad,0.5,0.25,0.5574084,0.25730628
Female,happy,neutral,0.625,0.5,0.52916783,0.38527337
Male,happy,happy,0.5,0.75,0.5531594,0.7169782
Male,happy,happy,0.5,0.625,0.6118212,0.73039865
Female,happy,happy,0.625,0.625,0.5556339,0.55798924
Female,happy,happy,0.625,0.625,0.7209846,0.6686753
Male,neutral,neutral,0.75,0.625,0.6260302,0.54389435
Female,angry,angry,0.75,0.125,0.8255435,0.28944746
Male,happy,surprise,0.75,0.625,0.59179586,0.5778957
Female,happy,angry,0.625,0.875,0.7186877,0.269664
Female,happy,happy,0.75,0.875,0.8580232,0.76290596
Female,angry,angry,0.875,0.25,0.8430792,0.18832412
Female,sad,sad,0.375,0.625,0.3434181,0.24372141
Male,angry,contempt,0.5,0.375,0.80913216,0.4230578
Female,angry,angry,0.875,0.125,0.84570944,0.24595776
Male,neutral,neutral,0.375,0.375,0.49283364,0.5492963
Female,happy,happy,0.5,0.5,0.5496096,0.7405652
Male,neutral,sad,0.5,0.5,0.48430297,0.42188135
Female,happy,happy,0.75,1.0,0.67521805,0.63305616
Female,happy,neutral,0.5,0.75,0.7111333,0.5664509
Male,happy,happy,0.5,0.5,0.6578631,0.69923514
Female,happy,angry,0.75,0.875,0.8177282,0.3500885
Female,happy,happy,0.75,0.875,0.8414068,0.8065164
Female,happy,angry,0.625,0.75,0.8270015,0.18943334
Female,happy,happy,0.75,0.75,0.79892504,0.7645145
Female,angry,angry,0.75,0.0,0.8414245,0.32567632
Female,angry,angry,0.5,0.25,0.62942815,0.31880742
Male,sad,happy,0.125,0.375,0.31127936,0.8046634
Male,happy,happy,0.625,0.75,0.43099034,0.6405641
Male,angry,angry,0.625,0.125,0.7969476,0.18188737
Female,angry,angry,0.5,0.125,0.798553,0.19188428
Male,sad,sad,0.375,0.25,0.42345107,0.26985082
Female,happy,sad,0.5,0.75,0.40642777,0.27211294
Male,happy,surprise,0.375,0.375,0.76254797,0.6431633
Female,neutral,surprise,0.875,0.375,0.83294666,0.26968667
Female,happy,happy,0.5,0.625,0.62480164,0.6986808
Male,sad,sad,0.25,0.25,0.36850807,0.22188361
Female,angry,angry,0.875,0.125,0.8491262,0.282144
Female,angry,surprise,0.66666675,0.25,0.8276222,0.2891805
Male,neutral,happy,0.5,0.5,0.568033,0.70145243
Female,angry,angry,1.0,0.0,0.84825695,0.19499353
Male,happy,surprise,0.625,0.375,0.6989958,0.5325656
Female,neutral,angry,0.5,0.75,0.5519868,0.37730765
Male,neutral,happy,0.5,0.375,0.5387941,0.6842192
Male,angry,angry,0.625,0.125,0.80752754,0.18910818
Female,happy,neutral,0.5,0.75,0.46588707,0.48049188
Male,happy,neutral,0.375,0.5,0.47185203,0.542655
Female,happy,angry,0.625,0.75,0.6278849,0.45123473
Male,happy,happy,0.5,0.875,0.7940726,0.79305714
Male,surprise,surprise,0.375,0.375,0.53230065,0.56480986
Male,happy,surprise,0.75,0.625,0.56794435,0.5418305
Male,neutral,neutral,0.5,0.5,0.46272928,0.43733403
Male,sad,sad,0.5,0.375,0.6411587,0.30805162
Female,neutral,happy,0.41666675,0.58333325,0.55012316,0.56427246
Female,angry,angry,0.75,0.125,0.8387308,0.1863378
Male,neutral,happy,0.375,0.625,0.35270882,0.5745214
Female,neutral,happy,0.16666675,0.5,0.5446657,0.59399796
Female,happy,happy,0.625,0.75,0.59123594,0.68795645
Male,happy,sad,0.25,0.375,0.4500757,0.32240522
Male,happy,sad,0.375,0.75,0.58089995,0.39308146
Female,angry,angry,0.75,0.125,0.8475367,0.19597073
Female,happy,sad,0.625,0.625,0.49286526,0.45914498
Female,angry,surprise,0.75,0.625,0.59653103,0.4902827
Male,neutral,sad,0.5,0.5,0.40779495,0.28878364
Female,neutral,angry,0.41666675,0.58333325,0.6407603,0.28006843
Male,neutral,neutral,0.375,0.625,0.5350155,0.57323974
Female,happy,angry,0.75,0.875,0.86181384,0.24565887
Female,happy,happy,0.625,0.75,0.62724465,0.53757846
Male,happy,happy,0.5,0.625,0.5597215,0.62420136
Male,happy,happy,0.375,0.75,0.39385393,0.6692772
Male,sad,sad,0.375,0.25,0.25267357,0.32680294
Female,sad,sad,0.5,0.25,0.24884844,0.45516554
Female,happy,angry,0.75,0.75,0.7421579,0.3970035
Female,happy,happy,0.75,0.625,0.72687656,0.701145
Female,angry,neutral,0.625,0.625,0.5830466,0.5720894
Female,happy,happy,0.75,1.0,0.73728776,0.6865742
Female,happy,happy,0.625,0.5,0.7477641,0.46056113
Female,happy,neutral,0.625,0.625,0.6547081,0.6482927
Male,sad,sad,0.5,0.25,0.43968004,0.22929367
Male,angry,angry,0.58333325,0.25,0.5745944,0.33320493
Male,happy,sad,0.375,0.25,0.3272066,0.38392973
Male,neutral,sad,0.25,0.5,0.30517384,0.48259816
Male,angry,happy,0.875,0.125,0.87449634,0.6428176
Female,happy,happy,0.875,1.0,0.84112525,0.8019712
Female,angry,angry,0.875,0.125,0.85942906,0.24288273
Female,happy,happy,0.625,0.625,0.71311295,0.70945615
Female,happy,surprise,0.75,0.75,0.8558889,0.60583866
Female,angry,angry,0.625,0.375,0.8258076,0.2197298
Female,neutral,neutral,0.375,0.5,0.41152,0.4628083
Female,angry,contempt,0.625,0.25,0.44377643,0.49116862
Female,happy,angry,0.625,0.75,0.7603067,0.278552
Male,happy,sad,0.375,0.5,0.39055964,0.5128361
Male,happy,neutral,0.375,0.375,0.51462907,0.4774197
Male,happy,happy,0.625,0.75,0.57491153,0.83518416
Male,happy,neutral,0.5,0.75,0.5318404,0.52315885
Male,neutral,happy,0.625,0.375,0.6353641,0.6606801
Male,angry,angry,0.625,0.25,0.6155056,0.38200903
Male,happy,happy,0.5,0.625,0.5977466,0.69429
Female,happy,angry,0.5,0.5,0.5390039,0.43937227
Female,happy,sad,0.375,0.75,0.4285046,0.4364335
Female,angry,angry,0.75,0.25,0.8402815,0.19290839
Female,sad,happy,0.25,0.375,0.4146249,0.8140352
Female,neutral,sad,0.125,0.5,0.3026431,0.5189153
Male,happy,sad,0.75,0.375,0.44448778,0.27606723
Male,happy,sad,0.375,0.75,0.36594224,0.44659603
Male,neutral,neutral,0.375,0.75,0.56351095,0.6415641
Male,happy,neutral,0.625,0.625,0.57992697,0.54706866
Female,angry,angry,0.75,0.125,0.68174344,0.26738355
Male,sad,sad,0.25,0.25,0.33123153,0.22379975
Male,angry,angry,0.75,0.25,0.83669794,0.20493148
Male,happy,neutral,0.5,0.75,0.46322027,0.5051921
Male,happy,happy,0.625,0.625,0.6763687,0.72619206
Female,happy,angry,0.625,0.875,0.86896956,0.49308467
Male,neutral,neutral,0.375,0.625,0.48185197,0.634052
Female,angry,contempt,0.625,0.75,0.81211,0.47818825
Female,happy,angry,0.625,0.75,0.59073806,0.52780074
Female,angry,angry,0.5,0.25,0.7790376,0.23859449
Female,angry,sad,0.25,0.125,0.374875,0.4192455
Female,angry,angry,0.58333325,0.41666675,0.81218797,0.19301102
Male,happy,contempt,0.625,0.125,0.5741326,0.45796755
Male,happy,happy,0.625,0.75,0.8049678,0.8108207
Male,happy,sad,0.75,0.625,0.661236,0.35595584
Female,happy,happy,0.5,0.625,0.49332413,0.56962496
Male,sad,sad,0.5,0.25,0.34868947,0.38777322
Male,happy,neutral,0.375,0.625,0.486719,0.5524368
Male,happy,happy,0.5,0.75,0.6755467,0.8107076
Female,happy,happy,0.625,0.75,0.8519306,0.6443404
Female,happy,happy,0.75,0.625,0.57296276,0.8018695
Female,angry,angry,0.75,0.16666675,0.8147713,0.17947811
Male,happy,happy,0.375,0.25,0.5600427,0.6109956
Male,neutral,neutral,0.375,0.5,0.45905903,0.5756109
Male,angry,angry,0.5,0.125,0.66678524,0.31597835
Male,neutral,surprise,0.375,0.5,0.48319593,0.6021116
Male,angry,angry,0.75,0.125,0.81098723,0.17807807
Female,happy,happy,0.875,0.875,0.8384094,0.8033986
Female,neutral,happy,0.25,0.375,0.52415216,0.58931595
Male,happy,happy,0.625,0.625,0.6595565,0.7442184
Male,happy,surprise,0.625,0.625,0.7180364,0.3839443
Female,happy,happy,0.625,0.875,0.7289633,0.8274565
Male,angry,happy,0.75,0.375,0.7668201,0.5449129
Male,sad,neutral,0.375,0.25,0.33868307,0.49073353
Male,happy,neutral,0.5,0.25,0.4448645,0.57281816
Male,happy,happy,0.625,0.875,0.5658565,0.7455985
Male,happy,angry,0.625,0.75,0.7407184,0.58968204
Female,happy,angry,0.5,0.25,0.83356565,0.22115992
Female,angry,angry,0.625,0.375,0.82171637,0.19171153
Male,neutral,happy,0.75,0.375,0.5710439,0.5766627
Male,neutral,neutral,0.375,0.5,0.35961124,0.4832968
Female,angry,happy,0.375,0.5,0.60054344,0.5192819
Male,happy,surprise,0.75,0.875,0.55525154,0.59578997
Male,angry,contempt,0.625,0.375,0.5161212,0.46285817
Female,happy,happy,0.625,0.75,0.7968905,0.81262
Male,angry,contempt,0.5,0.5,0.6472878,0.3340985
Female,sad,angry,0.75,0.25,0.7963902,0.30797404
Male,angry,surprise,0.5,0.25,0.4443868,0.5613196
Male,happy,sad,0.5,0.375,0.51614636,0.32385582
Female,angry,angry,0.75,0.25,0.8437103,0.18809593
Male,sad,contempt,0.375,0.375,0.41468558,0.36477366
Male,happy,happy,0.375,0.75,0.49355415,0.7346644
Female,happy,happy,0.5,0.75,0.6052799,0.72596294
Female,angry,contempt,0.625,0.125,0.7093106,0.49638614
Male,neutral,neutral,0.5,0.5,0.5708634,0.57655984
Male,happy,neutral,0.375,0.625,0.5816392,0.60625345
Male,neutral,sad,0.5,0.375,0.4827509,0.5299371
Male,neutral,happy,0.625,0.5,0.6849717,0.73253083
Male,neutral,neutral,0.5,0.625,0.35696423,0.48289648
Female,angry,angry,0.875,0.25,0.84804213,0.19645467
Male,surprise,sad,0.5,0.375,0.47769082,0.4976563
Female,angry,angry,0.875,0.125,0.8155171,0.31990764
Male,neutral,happy,0.41666675,0.91666675,0.6808852,0.80700153
Male,happy,sad,0.5,0.5,0.42236423,0.5860622
Male,happy,sad,0.5,0.625,0.4886515,0.40624082
Female,happy,happy,0.875,0.625,0.78779477,0.8160866
Male,angry,happy,0.375,0.25,0.62799025,0.6670446
Male,happy,neutral,0.5,0.5,0.38106754,0.46493915
Male,happy,neutral,0.375,0.625,0.41942167,0.5157001
Female,happy,happy,0.5,0.625,0.4590646,0.64485085
Female,angry,surprise,0.75,0.25,0.77952605,0.40269387
Female,happy,angry,0.75,0.75,0.73606884,0.3777896
Male,happy,neutral,0.5,0.625,0.5205031,0.6029971
Male,sad,sad,0.375,0.25,0.48959917,0.22003017
Male,happy,neutral,0.625,0.875,0.44831288,0.5942101
Male,neutral,happy,0.5,0.75,0.5519037,0.5168682
Female,neutral,neutral,0.25,0.75,0.5058709,0.5280885
Female,angry,angry,0.875,0.25,0.82745403,0.18703976
Male,sad,angry,0.5,0.375,0.42218894,0.33478042
Female,happy,happy,0.75,0.875,0.5788965,0.54779917
Female,happy,happy,0.75,0.875,0.6297221,0.8209532
Female,happy,happy,0.875,0.875,0.815291,0.816779
Female,angry,happy,0.625,0.25,0.70192325,0.65363806
Female,happy,happy,0.58333325,0.75,0.69729006,0.80550057
Female,happy,happy,0.375,0.625,0.4086658,0.62050194
Male,sad,happy,0.125,0.375,0.32013184,0.69017184
Male,angry,angry,0.875,0.125,0.84462374,0.20036164
Female,neutral,neutral,0.375,0.5,0.37379238,0.48511857
Female,neutral,neutral,0.25,0.5,0.45841262,0.48610738
Male,happy,surprise,0.375,0.75,0.5120449,0.46780384
Female,happy,surprise,0.75,0.5,0.7741009,0.4490039
Male,happy,happy,0.375,0.625,0.5205965,0.4871096
Male,happy,neutral,0.5,0.625,0.50969034,0.5162228
Male,happy,neutral,0.5,0.5,0.5711671,0.42608127
Male,angry,angry,0.375,0.5,0.6659519,0.22719923
Male,happy,sad,0.625,0.75,0.43714833,0.27417043
Male,happy,neutral,0.375,0.5,0.47675148,0.5197005
Female,angry,angry,0.5,0.125,0.7811315,0.19105525
Male,happy,happy,0.5,0.625,0.5679935,0.6145405
Female,happy,angry,0.58333325,0.5,0.80554837,0.3059469
Female,neutral,sad,0.25,0.25,0.2568934,0.50852907
Female,angry,angry,0.625,0.125,0.8031221,0.21169412
Male,happy,sad,0.375,0.625,0.36050284,0.28227413
Female,neutral,sad,0.375,0.75,0.40658507,0.43596637
Male,neutral,neutral,0.375,0.75,0.44087103,0.49827394
Female,neutral,sad,0.125,0.5,0.283651,0.39723328
Male,neutral,sad,0.5,0.375,0.45275038,0.3809705
Male,angry,happy,0.75,0.25,0.619905,0.76164854
Female,neutral,contempt,0.41666675,0.58333325,0.49689975,0.47100002
Female,happy,angry,0.625,0.75,0.8408199,0.18476452
Female,happy,sad,0.625,0.375,0.5856438,0.34511003
Female,angry,angry,0.625,0.125,0.8464882,0.19437648
Female,happy,sad,0.5,0.625,0.41580713,0.41151288
Male,happy,sad,0.375,0.75,0.41785258,0.55203086
Male,neutral,happy,0.625,0.5,0.5033989,0.56378615
Female,angry,angry,0.75,0.125,0.67941475,0.39077023
Female,neutral,happy,0.25,0.5,0.56202036,0.5351388
Female,sad,sad,0.25,0.375,0.29891798,0.34982497
Male,angry,happy,0.625,0.375,0.5333742,0.685485
Male,neutral,neutral,0.375,0.375,0.47273058,0.54479575
Female,happy,happy,0.625,0.75,0.75624126,0.70010793
Male,happy,happy,0.625,0.75,0.7949255,0.7038112
Female,angry,angry,1.0,0.125,0.8246146,0.40805385
Female,happy,angry,0.75,0.75,0.8413409,0.24643297
Female,happy,happy,0.75,0.75,0.740377,0.75063896
Female,happy,angry,0.375,0.5,0.48002926,0.5193298
Male,angry,contempt,0.5,0.5,0.6293048,0.42142835
Female,angry,angry,0.875,0.125,0.84672827,0.19394581
Female,happy,happy,0.875,0.875,0.8396651,0.8036297
Male,happy,happy,0.5,0.625,0.6111171,0.76298
Female,surprise,surprise,0.625,0.25,0.5575871,0.53983885
Female,neutral,neutral,0.375,0.5,0.46812567,0.44351757
Male,sad,neutral,0.375,0.375,0.45319036,0.5013866
Male,sad,neutral,0.5,0.25,0.40565476,0.48064694
Female,angry,angry,0.75,0.25,0.6895603,0.43526968
Male,angry,surprise,0.625,0.375,0.540638,0.53920233
Male,happy,happy,0.5,0.875,0.6191647,0.82545185
Female,happy,happy,0.375,0.625,0.6275874,0.5867
Male,neutral,neutral,0.375,0.5,0.50261676,0.5304202
Male,happy,neutral,0.625,0.75,0.6245078,0.56949055
Female,angry,angry,0.5,0.25,0.76281947,0.17551027
Male,neutral,sad,0.375,0.5,0.50419897,0.33986712
Male,angry,angry,0.625,0.25,0.8127649,0.17793715
Female,happy,happy,0.875,0.875,0.85952085,0.7783639
Female,sad,sad,0.625,0.125,0.65108496,0.20066611
Female,happy,angry,0.375,0.75,0.52416897,0.42734388
Female,angry,surprise,0.5,0.25,0.67354107,0.50711703
Male,sad,sad,0.5,0.375,0.3512909,0.38679245
Male,neutral,neutral,0.5,0.375,0.5671403,0.61113656
Female,surprise,neutral,0.5,0.75,0.42452413,0.5997385
Male,neutral,neutral,0.375,0.625,0.48435783,0.6823729
Male,happy,sad,0.5,0.5,0.6826919,0.5359278
Female,happy,neutral,0.5,0.75,0.44561672,0.6260017
Female,angry,angry,0.625,0.125,0.8355911,0.18248455
Female,happy,surprise,0.625,0.875,0.54261655,0.58189124
Female,happy,happy,0.5,0.75,0.44904587,0.62053883
Female,happy,contempt,0.75,0.5,0.7370574,0.43034136
Female,happy,surprise,0.625,0.375,0.68964726,0.47413388
Female,happy,happy,0.75,0.75,0.6861996,0.6127194
Male,happy,happy,0.5,0.75,0.6354552,0.7925265
Female,angry,angry,0.875,0.125,0.82787526,0.20321383
Male,angry,angry,0.5,0.625,0.60632956,0.30845276
Male,happy,contempt,0.625,0.5,0.7149146,0.3187953
Female,neutral,happy,0.5,0.75,0.73105544,0.7653292
Male,happy,neutral,0.375,0.625,0.51206994,0.53047884
Male,neutral,neutral,0.5,0.5,0.3905889,0.37111098
Male,happy,surprise,0.625,0.75,0.7810984,0.7404016
Female,sad,sad,0.75,0.5,0.5568071,0.29245502
Male,angry,angry,0.75,0.125,0.7957701,0.2061128
Male,neutral,sad,0.625,0.5,0.4847755,0.37968904
Female,neutral,sad,0.16666675,0.5,0.32631752,0.3934413
Male,angry,contempt,0.75,0.25,0.60636467,0.34475458
Male,sad,sad,0.25,0.375,0.2171228,0.35908484
Male,angry,happy,0.375,0.375,0.6351965,0.57836515
Female,neutral,sad,0.125,0.375,0.32196525,0.5244548
Female,happy,neutral,0.25,0.375,0.44187137,0.4960548
Female,happy,neutral,0.375,0.625,0.45806432,0.5328304
Male,neutral,sad,0.5,0.75,0.4825562,0.3619839
Male,happy,neutral,0.75,0.75,0.512893,0.5072785
Male,neutral,happy,0.375,0.5,0.5947187,0.6467399
Male,happy,happy,0.5,0.5,0.51540685,0.68770987
Female,happy,happy,0.75,0.875,0.78380376,0.7997442
Male,angry,happy,0.625,0.375,0.8353845,0.63141227
Female,happy,happy,0.625,0.75,0.66172016,0.67548084
Female,happy,happy,0.75,0.875,0.7718748,0.80965406
Male,happy,sad,0.375,0.75,0.59678763,0.22039218
Female,neutral,happy,0.375,0.625,0.5734212,0.618162
Male,sad,sad,0.5,0.25,0.3156331,0.35035333
Male,sad,neutral,0.5,0.25,0.40697184,0.4464667
Female,happy,surprise,0.5,0.75,0.5139108,0.5179051
Male,sad,surprise,0.375,0.5,0.36395928,0.54753524
Male,happy,happy,0.5,0.625,0.6579741,0.781943
Male,sad,sad,0.25,0.375,0.33142394,0.23341635
Female,happy,surprise,0.5,0.75,0.68630207,0.38342544
Female,happy,sad,0.375,0.75,0.31571165,0.40604332
Male,happy,happy,0.5,0.625,0.5175994,0.7277352
Female,happy,angry,0.5,0.75,0.818502,0.1720204
Male,happy,sad,0.5,0.5,0.49943048,0.29058844
Female,angry,angry,0.625,0.25,0.71741545,0.2217612
Female,happy,happy,0.5,0.75,0.46202338,0.5783247
Female,angry,angry,0.875,0.25,0.85059536,0.21675222
Male,neutral,contempt,0.25,0.5,0.45832837,0.3642084
Female,happy,surprise,0.5,0.75,0.6774063,0.6111178
Female,happy,angry,0.75,0.875,0.85483086,0.22843842
Male,happy,happy,0.625,0.75,0.6326444,0.79228866
Male,happy,surprise,0.875,0.875,0.85346633,0.7783578
Female,happy,happy,0.625,0.75,0.65817875,0.7113718
Male,happy,sad,0.5,0.25,0.64698976,0.45875978
Male,neutral,sad,0.125,0.375,0.2957742,0.49536443
Female,angry,sad,0.5,0.25,0.5460269,0.32716417
Female,angry,contempt,0.75,0.25,0.7396662,0.31493074
Male,happy,surprise,0.625,0.375,0.72946346,0.52990955
Male,neutral,sad,0.25,0.375,0.28069612,0.48658836
Female,angry,happy,0.5,0.375,0.56297064,0.57881445
Female,happy,happy,0.875,0.875,0.8211947,0.8155369
Male,happy,happy,0.75,0.25,0.46788472,0.37512895
Female,happy,happy,0.875,0.875,0.42228028,0.70032054
Female,happy,happy,0.625,0.75,0.6210007,0.78709185
Male,happy,happy,0.5,0.5,0.57626057,0.6240398
Female,happy,surprise,0.625,0.5,0.7340677,0.62431866
Female,happy,happy,0.625,0.875,0.717143,0.52335274
Male,happy,neutral,0.5,0.75,0.42502242,0.44789028
Male,happy,neutral,0.5,0.625,0.55154264,0.53757703
Male,angry,neutral,0.375,0.375,0.5843101,0.48889136
Male,angry,angry,0.5,0.125,0.85111773,0.21929114
Female,happy,happy,0.75,0.75,0.65870976,0.7657294
Male,happy,happy,0.375,0.625,0.38015938,0.69886154
Female,happy,happy,0.75,0.75,0.7304472,0.75869477
Male,sad,sad,0.25,0.25,0.37139407,0.3755057
Male,sad,sad,0.25,0.25,0.38804948,0.35191384
Female,happy,sad,0.25,0.75,0.28524455,0.43088698
Female,neutral,surprise,0.625,0.75,0.7788069,0.3655139
Male,angry,happy,0.5,0.125,0.5572615,0.6525871
Female,happy,angry,0.875,0.75,0.8410268,0.20724568
Male,neutral,sad,0.375,0.5,0.3375564,0.45016786
Female,happy,happy,0.875,0.875,0.7505046,0.82475543
Male,sad,sad,0.5,0.5,0.35543308,0.38911968
Female,surprise,happy,0.5,0.625,0.4511976,0.60992986
Male,happy,happy,0.75,0.875,0.62836325,0.76053023
Female,angry,angry,0.875,0.125,0.8479913,0.194889
Male,neutral,surprise,0.5,0.66666675,0.5672495,0.56073576
Female,sad,surprise,0.5,0.25,0.46474767,0.52405906
Female,angry,angry,0.66666675,0.25,0.79649425,0.18885225
Male,angry,angry,0.75,0.125,0.8469068,0.206868
Female,happy,angry,0.625,0.75,0.47124586,0.3849314
Female,angry,angry,0.875,0.125,0.8538543,0.20777145
Male,happy,neutral,0.5,0.625,0.59417146,0.66359615
Male,neutral,sad,0.375,0.375,0.37106737,0.4340092
Male,surprise,happy,0.5,0.5,0.37116957,0.66994077
Male,happy,surprise,0.5,0.75,0.8361383,0.68690413
Female,happy,neutral,0.75,0.625,0.526795,0.4081966
Female,neutral,neutral,0.375,0.625,0.4941746,0.6027632
Male,happy,happy,0.375,0.625,0.5851062,0.6796855
Male,neutral,neutral,0.5,0.625,0.41363764,0.59678996
Female,angry,angry,0.875,0.25,0.844476,0.1897967
Male,happy,angry,0.625,0.25,0.55834156,0.35258
Male,happy,neutral,0.375,0.625,0.45641026,0.45081374
Female,neutral,sad,0.25,0.625,0.29660136,0.4850246
Male,neutral,neutral,0.375,0.5,0.51368207,0.5804785
Male,angry,sad,0.5,0.25,0.5709429,0.46484852
Male,neutral,neutral,0.5,0.5,0.46436772,0.5818178
Female,happy,happy,0.625,0.75,0.733792,0.76850325
Male,angry,angry,0.875,0.25,0.8166088,0.23579672
Male,happy,angry,0.75,0.875,0.8751223,0.42100877
Male,happy,angry,0.5,0.75,0.6037782,0.42092705
Female,happy,happy,0.625,0.375,0.55373186,0.39712688
Female,neutral,sad,0.25,0.25,0.37210172,0.48479003
Male,angry,angry,0.75,0.375,0.84307975,0.19761916
Male,happy,happy,0.75,0.75,0.60687274,0.63442796
Male,angry,surprise,0.625,0.375,0.5723356,0.56276727
Female,sad,sad,0.625,0.75,0.47529048,0.4920093
Male,happy,contempt,0.375,0.25,0.45932922,0.48770478
Male,happy,happy,0.625,0.75,0.5118889,0.6756415
Female,angry,surprise,0.875,0.125,0.86288863,0.41948
Male,neutral,neutral,0.375,0.375,0.45672467,0.5937518
Female,happy,happy,0.75,0.75,0.649417,0.5061644
Male,angry,angry,0.5,0.25,0.63384974,0.3007247
Female,sad,sad,0.375,0.375,0.31791842,0.31236964
Female,happy,angry,0.75,0.875,0.8633836,0.2844844
Male,happy,neutral,0.75,0.75,0.5659981,0.37896127
Male,neutral,neutral,0.25,0.5,0.5717757,0.49759677
Male,happy,neutral,0.875,0.875,0.663991,0.6317222
Female,happy,neutral,0.5,0.75,0.4393577,0.5441507
Male,happy,happy,0.5,0.875,0.7343002,0.7867882
Female,angry,angry,0.625,0.25,0.73126215,0.34860286
Male,sad,happy,0.25,0.375,0.6696159,0.8405175
Male,happy,neutral,0.375,0.625,0.563191,0.5569673
Male,happy,sad,0.5,0.5,0.3413342,0.25414023
Female,happy,neutral,0.5,0.625,0.50238365,0.5164791
Male,neutral,neutral,0.5,0.375,0.47494146,0.42726272
Female,angry,angry,0.75,0.25,0.7769301,0.17017744
Female,angry,happy,0.875,0.25,0.34210965,0.6731947
Female,sad,neutral,0.75,0.75,0.4672579,0.49002078
Male,neutral,surprise,0.625,0.75,0.67341655,0.5926717
Male,happy,happy,0.375,0.75,0.57756865,0.66302717
Male,happy,neutral,0.625,0.625,0.54523516,0.40224713
Male,happy,sad,0.5,0.375,0.37945116,0.54005015
Female,sad,sad,0.625,0.125,0.36484447,0.26775226
Female,happy,happy,0.625,0.75,0.7567785,0.8242385
Male,happy,sad,0.5,0.875,0.415092,0.36652455
Male,angry,happy,0.5,0.375,0.5464496,0.6970381
Female,happy,happy,0.625,0.75,0.707632,0.65705854
Male,sad,sad,0.25,0.5,0.35689422,0.28337312
Male,neutral,neutral,0.375,0.375,0.45016038,0.46218848
Female,sad,neutral,0.375,0.375,0.39472124,0.6022905
Male,happy,happy,0.375,0.625,0.48797998,0.7300863
Male,angry,angry,0.625,0.125,0.7015487,0.27805653
Male,neutral,sad,0.25,0.375,0.37684387,0.5184901
Male,happy,happy,0.375,0.5,0.4770675,0.65228385
Male,neutral,neutral,0.375,0.375,0.5081633,0.59253216
Male,neutral,neutral,0.25,0.375,0.42681175,0.56430596
