Gender,true_emotion,pred_emotion,true_EmoAct,true_EmoVal,pred_EmoAct,pred_EmoVal
Female,neutral,angry,0.41666675,0.58333325,0.58861583,0.3417487
Female,happy,happy,0.75,0.875,0.8401344,0.84017634
Female,happy,happy,0.75,0.875,0.8619176,0.8244636
Male,happy,neutral,0.5,0.5,0.63883245,0.6183677
Male,happy,happy,0.375,0.75,0.61735094,0.58649313
Female,happy,happy,0.75,0.875,0.6756234,0.7434675
Male,happy,happy,0.375,0.75,0.56850404,0.7593928
Female,happy,angry,0.875,0.875,0.87089825,0.20116462
Male,happy,angry,0.625,0.75,0.8229963,0.16456546
Male,angry,angry,0.75,0.25,0.74858475,0.20874944
Female,happy,happy,0.75,0.875,0.8403281,0.8456911
Male,angry,angry,0.75,0.25,0.81633216,0.17781557
Male,happy,neutral,0.375,0.625,0.5795725,0.6482591
Female,angry,angry,0.875,0.125,0.85435504,0.18553814
Male,happy,happy,0.5,0.75,0.58767456,0.71802396
Female,happy,happy,0.75,0.75,0.8427733,0.81192064
Male,happy,happy,0.5,0.875,0.8325759,0.7618446
Female,neutral,sad,0.25,0.5,0.595561,0.3465241
Male,neutral,neutral,0.625,0.625,0.6048348,0.5218335
Female,happy,happy,0.5,0.875,0.75271237,0.82631683
Male,happy,happy,0.5,0.625,0.641263,0.6846097
Male,happy,happy,0.75,0.875,0.7694105,0.79671574
Female,angry,happy,0.625,0.375,0.68492895,0.64650387
Female,happy,happy,0.75,1.0,0.8344128,0.78488916
Male,happy,neutral,0.5,0.75,0.5412407,0.57458806
Female,angry,angry,0.375,0.25,0.6859116,0.28157714
Female,happy,neutral,0.375,0.375,0.23760267,0.42222542
Female,happy,happy,0.875,0.875,0.8455327,0.81505316
Female,angry,angry,0.75,0.25,0.7032498,0.54657453
Female,happy,happy,0.5,0.75,0.75580305,0.7914857
Female,happy,happy,0.75,1.0,0.8316992,0.7999371
Female,happy,happy,0.625,0.75,0.8055745,0.83840597
Female,angry,happy,0.875,0.125,0.83252394,0.5254097
Female,happy,happy,0.75,0.875,0.8370536,0.84112555
Male,neutral,happy,0.625,0.5,0.6433585,0.6230324
Female,angry,happy,0.75,0.25,0.8725958,0.7582242
Female,happy,happy,0.625,0.625,0.78883,0.48918757
Female,angry,angry,0.625,0.125,0.64716196,0.16072161
Male,angry,angry,0.625,0.375,0.797011,0.15673567
Female,happy,angry,0.75,0.5,0.71224946,0.22021261
Female,angry,angry,0.5,0.375,0.6754034,0.40627939
Female,angry,surprise,0.75,0.25,0.75865203,0.57246155
Female,angry,angry,0.75,0.125,0.85972285,0.21674632
Male,sad,sad,0.125,0.25,0.42852744,0.2576763
Female,neutral,happy,0.375,0.75,0.6804587,0.6969484
Female,angry,contempt,0.75,0.25,0.70442784,0.4915959
Female,angry,angry,0.75,0.125,0.8642624,0.17615461
Female,happy,neutral,0.5,0.625,0.6595059,0.5802922
Female,neutral,neutral,0.375,0.625,0.63738483,0.57114995
Female,angry,angry,0.625,0.375,0.7104188,0.17503703
Female,angry,angry,0.875,0.0,0.82787645,0.1627849
Male,angry,happy,0.5,0.125,0.59173435,0.6048084
Female,happy,sad,0.625,0.5,0.5592181,0.44498056
Female,happy,happy,0.625,0.75,0.8102039,0.7712153
Female,angry,angry,0.875,0.0,0.8643435,0.17302704
Male,happy,happy,0.5,0.625,0.6075562,0.6555197
Male,happy,happy,0.5,0.625,0.6225276,0.6289704
Male,neutral,sad,0.375,0.5,0.5840488,0.43900508
Male,happy,happy,0.875,0.875,0.771423,0.7627412
Female,angry,happy,0.625,0.5,0.5554543,0.6391806
Male,neutral,happy,0.5,0.625,0.6144188,0.7268048
Male,happy,neutral,0.375,0.625,0.5252822,0.59166944
Male,neutral,neutral,0.5,0.625,0.4979941,0.6270387
Female,angry,angry,1.0,0.125,0.875206,0.3070341
Male,angry,happy,0.375,0.375,0.66279435,0.5588765
Male,angry,happy,0.5,0.25,0.80521166,0.68417674
Male,sad,sad,0.5,0.5,0.39641994,0.28133413
Male,angry,happy,0.5,0.25,0.4998614,0.52829313
Female,happy,happy,0.625,0.875,0.84679383,0.6944226
Male,sad,neutral,0.5,0.375,0.47638038,0.48485762
Male,happy,neutral,0.375,0.5,0.5121636,0.5594398
Female,happy,happy,0.625,0.75,0.74278075,0.6689145
Male,sad,sad,0.375,0.375,0.36136833,0.29287592
Female,angry,angry,0.5,0.25,0.6212088,0.30331445
Male,happy,neutral,0.625,0.625,0.64733106,0.6487485
Female,happy,happy,0.875,0.875,0.85514647,0.82754046
Female,sad,neutral,0.5,0.25,0.32198098,0.42919105
Female,happy,surprise,0.625,0.25,0.7786105,0.4554119
Male,sad,neutral,0.25,0.25,0.36178365,0.42289332
Male,neutral,neutral,0.5,0.375,0.45233393,0.5484804
Male,angry,angry,0.5,0.125,0.6389539,0.26428705
Male,angry,angry,0.625,0.25,0.66891855,0.15632923
Female,sad,happy,0.375,0.25,0.60739446,0.44713178
Male,sad,sad,0.25,0.25,0.3530162,0.3949316
Female,sad,sad,0.625,0.125,0.4634507,0.29626673
Female,happy,happy,0.375,0.625,0.7247511,0.73666155
Female,happy,happy,0.5,0.75,0.59907836,0.7556926
Female,angry,angry,0.625,0.25,0.6795121,0.36807528
Male,neutral,neutral,0.25,0.375,0.35622886,0.4769499
Male,neutral,sad,0.5,0.5,0.49378854,0.36209145
Female,neutral,happy,0.25,0.625,0.48861006,0.6997809
Male,happy,surprise,0.25,0.5,0.5269829,0.6467998
Female,neutral,neutral,0.16666675,0.5,0.36342737,0.44398612
Female,happy,angry,0.875,0.875,0.8794532,0.3635708
Female,sad,happy,0.5,0.25,0.4910086,0.6237728
Male,neutral,happy,0.5,0.375,0.6219476,0.6633671
Male,happy,happy,0.625,0.875,0.78927684,0.7497306
Male,angry,angry,0.5,0.5,0.58617276,0.33156723
Female,sad,sad,0.25,0.25,0.24476776,0.3114324
Female,happy,surprise,0.5,0.75,0.6140101,0.6565985
Female,happy,neutral,0.5,0.625,0.5129791,0.5781228
Female,neutral,neutral,0.375,0.5,0.48832846,0.49805292
Male,happy,happy,0.75,0.625,0.7729863,0.59697264
Male,neutral,neutral,0.5,0.625,0.4319521,0.51947314
Female,happy,contempt,0.625,0.875,0.6143915,0.5214279
Female,happy,happy,0.5,0.75,0.7803429,0.78943014
Male,happy,neutral,0.5,0.625,0.6696197,0.621887
Female,happy,happy,0.625,0.75,0.62574095,0.5481427
Female,happy,neutral,0.625,0.25,0.548807,0.58109814
Female,angry,angry,0.625,0.25,0.6022456,0.18194965
Female,angry,happy,0.75,0.125,0.7021785,0.5699691
Male,angry,contempt,0.625,0.375,0.6840594,0.51102906
Male,happy,happy,0.5,0.5,0.7089513,0.7345291
Female,happy,happy,0.75,0.875,0.8026145,0.8376224
Male,happy,happy,0.75,0.625,0.6710223,0.4090194
Female,angry,happy,0.75,0.25,0.5437469,0.6653688
Male,neutral,happy,0.375,0.5,0.67379624,0.6944486
Male,angry,angry,0.625,0.125,0.6860417,0.30958506
Male,neutral,neutral,0.5,0.625,0.5340172,0.5747209
Male,sad,neutral,0.5,0.25,0.37891087,0.40243423
Male,happy,happy,0.625,0.875,0.52546227,0.7497105
Female,angry,angry,0.5,0.125,0.7196922,0.24249953
Male,angry,sad,0.625,0.375,0.54066354,0.3873548
Male,angry,happy,0.75,0.125,0.7401182,0.678731
Female,happy,happy,0.625,0.5,0.75963926,0.57670224
Male,happy,happy,0.625,0.75,0.7203193,0.7982191
Male,angry,surprise,0.875,0.25,0.67267686,0.59605503
Male,neutral,happy,0.5,0.625,0.6614357,0.6865922
Male,happy,happy,0.5,0.75,0.6577373,0.59356725
Male,happy,sad,0.375,0.75,0.6230968,0.28745478
Female,neutral,neutral,0.375,0.375,0.7069465,0.62723917
Female,angry,happy,0.625,0.625,0.73742896,0.6598834
Female,happy,happy,0.75,0.75,0.7043275,0.503631
Female,angry,happy,0.625,0.125,0.7975224,0.5744693
Female,happy,happy,0.875,1.0,0.83815455,0.82942754
Male,angry,neutral,0.5,0.5,0.5163496,0.4489332
Female,happy,sad,0.375,0.5,0.53752446,0.43791267
Male,happy,happy,0.75,0.875,0.7095006,0.756477
Female,angry,angry,0.875,0.125,0.89415574,0.39264077
Female,angry,angry,0.5,0.25,0.72589946,0.31790507
Female,sad,sad,0.75,0.5,0.6589801,0.30446437
Female,happy,surprise,0.875,1.0,0.668342,0.4958538
Male,angry,angry,0.625,0.375,0.4995743,0.45140213
Male,neutral,neutral,0.5,0.25,0.6210327,0.5561422
Male,happy,happy,0.625,0.75,0.62162167,0.6143325
Male,neutral,neutral,0.375,0.625,0.57766277,0.6087266
Female,happy,angry,0.75,0.375,0.8340454,0.41724196
Male,happy,sad,0.625,0.75,0.4973718,0.5497116
Female,angry,angry,0.625,0.25,0.68771446,0.39576885
Female,happy,angry,0.5,0.75,0.5863263,0.45256025
Female,happy,happy,0.625,0.75,0.7334114,0.72703487
Female,angry,angry,0.5,0.25,0.6728165,0.43299136
Female,neutral,happy,0.33333325,0.5,0.81121665,0.74737185
Male,happy,neutral,0.5,0.5,0.47375274,0.558332
Female,angry,angry,0.875,0.125,0.7983531,0.38533977
Male,happy,happy,0.5,0.75,0.3650185,0.5627575
Female,happy,happy,0.625,0.75,0.56955945,0.65099174
Male,angry,surprise,0.5,0.625,0.6851331,0.5791152
Male,happy,surprise,0.375,0.625,0.5716859,0.51129943
Male,happy,neutral,0.5,0.375,0.6424467,0.5997409
Female,angry,angry,0.875,0.125,0.87111205,0.5229055
Male,neutral,neutral,0.5,0.5,0.414573,0.5801701
Male,happy,surprise,0.375,0.25,0.57892114,0.49736384
Female,happy,happy,0.75,0.875,0.7794151,0.4870773
Female,happy,neutral,0.875,0.875,0.5269216,0.55645674
Male,angry,happy,0.5,0.375,0.7187093,0.6946029
Male,happy,happy,0.5,0.625,0.58212805,0.62002736
Male,angry,surprise,0.5,0.5,0.47421172,0.47553852
Male,happy,surprise,0.75,0.875,0.8083931,0.66676116
Female,happy,happy,0.625,0.75,0.6378477,0.7670279
Male,sad,neutral,0.25,0.125,0.5601528,0.5342488
Female,happy,happy,0.875,0.875,0.78743726,0.80482906
Male,angry,angry,0.625,0.25,0.6467321,0.2564479
Male,angry,angry,0.625,0.25,0.6435921,0.27909428
Female,angry,angry,0.5,0.25,0.48405325,0.35116962
Female,angry,neutral,0.625,0.125,0.7154323,0.59221894
Female,happy,happy,0.625,0.375,0.6362469,0.49640727
Male,sad,sad,0.5,0.25,0.42410627,0.23474288
Female,happy,sad,0.625,0.5,0.52258986,0.5110036
Male,happy,happy,0.375,0.75,0.53877693,0.7086936
Male,happy,angry,0.625,0.25,0.6336225,0.32024312
Male,angry,angry,0.375,0.5,0.5417917,0.32256594
Male,happy,angry,0.625,0.375,0.7138375,0.28274563
Male,neutral,sad,0.375,0.625,0.592916,0.5441794
Female,happy,angry,0.75,0.375,0.76932883,0.24748205
Male,neutral,neutral,0.5,0.375,0.5830503,0.42629227
Female,happy,happy,0.58333325,0.75,0.7773347,0.8353449
Male,happy,neutral,0.375,0.75,0.5446752,0.67395973
Male,sad,sad,0.25,0.25,0.2861335,0.20959343
Male,neutral,neutral,0.5,0.5,0.48188236,0.55700845
Male,happy,happy,0.5,0.5,0.6202052,0.6851592
Female,happy,happy,0.625,0.625,0.71839446,0.5892314
Male,happy,happy,0.5,0.75,0.7625029,0.73113257
Male,happy,happy,0.5,0.375,0.5851835,0.5759191
Male,happy,angry,0.375,0.5,0.46532366,0.3248343
Male,happy,happy,0.625,0.75,0.64533365,0.75044495
Female,surprise,surprise,0.375,0.25,0.44164068,0.4273147
Male,angry,angry,0.75,0.125,0.7731488,0.17310263
Female,neutral,neutral,0.5,0.375,0.64956796,0.49351448
Female,angry,angry,0.875,0.125,0.5961531,0.27607155
Male,happy,sad,0.375,0.5,0.4229056,0.415899
Male,neutral,neutral,0.375,0.375,0.51151687,0.45799604
Male,happy,happy,0.5,0.625,0.61490184,0.67388004
Male,neutral,happy,0.5,0.75,0.62389964,0.690843
Male,angry,happy,0.58333325,0.25,0.7065708,0.5502033
Male,angry,happy,0.75,0.375,0.71085155,0.31526026
Male,happy,angry,0.5,0.5,0.64835477,0.35849497
Female,neutral,neutral,0.25,0.5,0.4924537,0.53237826
Female,happy,happy,0.75,0.625,0.8267225,0.793465
Male,happy,neutral,0.5,0.625,0.45590708,0.6188263
Male,neutral,happy,0.375,0.375,0.6383244,0.62516415
Male,neutral,neutral,0.625,0.5,0.5960258,0.48579574
Male,happy,sad,0.5,0.5,0.49873567,0.42196846
Male,sad,neutral,0.625,0.125,0.4600442,0.43513602
Female,happy,happy,0.625,0.625,0.7914949,0.8105569
Female,happy,happy,0.625,0.75,0.6058221,0.6319791
Female,sad,neutral,0.5,0.25,0.36549452,0.48776332
Male,neutral,neutral,0.5,0.375,0.50319946,0.59050953
Female,angry,angry,0.66666675,0.25,0.7406439,0.16477275
Female,happy,surprise,0.5,0.75,0.60529983,0.62906194
Female,angry,neutral,0.375,0.375,0.45670557,0.4711529
Male,neutral,neutral,0.375,0.375,0.45493004,0.49902877
Female,neutral,surprise,0.375,0.75,0.6401388,0.56375337
Female,angry,surprise,0.875,0.25,0.71722823,0.5315193
Female,angry,angry,1.0,0.0,0.8664294,0.17953335
Female,happy,happy,0.75,0.75,0.7374844,0.6312175
Female,angry,angry,0.75,0.125,0.87442625,0.30412033
Male,happy,happy,0.625,0.375,0.6502857,0.6449003
Female,happy,happy,0.5,0.75,0.7988828,0.7914687
Male,happy,happy,0.625,0.75,0.54843116,0.5394291
Male,neutral,surprise,0.5,0.5,0.57227254,0.50578517
Male,happy,contempt,0.75,0.75,0.5476533,0.45839047
Female,happy,happy,0.75,0.75,0.7926486,0.83639216
Female,happy,happy,0.75,0.875,0.8037242,0.82744855
Female,sad,neutral,0.5,0.75,0.516552,0.56411815
Male,happy,angry,0.625,0.375,0.59623486,0.47825763
Male,happy,neutral,0.5,0.75,0.575865,0.52322084
Female,angry,angry,0.625,0.25,0.72853535,0.35208824
Male,angry,angry,0.5,0.25,0.6968463,0.4925187
Female,angry,angry,0.625,0.25,0.67269117,0.3691496
Male,sad,sad,0.5,0.25,0.4756015,0.31270617
Male,angry,angry,0.625,0.375,0.6472164,0.3793628
Male,happy,happy,0.375,0.75,0.7150166,0.81248224
Male,neutral,neutral,0.375,0.625,0.38748735,0.60500574
Male,angry,angry,0.875,0.25,0.8171148,0.36885655
Male,angry,angry,0.5,0.25,0.6621023,0.47057763
Male,happy,neutral,0.625,0.375,0.5352098,0.5255763
Male,happy,happy,0.5,0.75,0.7915768,0.7977064
Female,happy,happy,0.625,0.875,0.6762128,0.6720383
Male,sad,sad,0.5,0.25,0.3663596,0.23816852
Male,neutral,neutral,0.5,0.5,0.60419905,0.66884947
Female,happy,happy,0.625,0.75,0.73518395,0.6693842
Female,angry,angry,0.75,0.125,0.84648997,0.1918826
Female,sad,sad,0.375,0.625,0.3439741,0.41722226
Female,happy,angry,0.375,0.75,0.53394663,0.4983892
Male,happy,happy,0.375,0.75,0.64614636,0.608744
Female,angry,angry,0.875,0.125,0.8657456,0.23862174
Male,happy,happy,0.625,0.875,0.6773157,0.6972564
Female,angry,angry,0.75,0.125,0.8067923,0.18765754
Male,angry,angry,0.625,0.25,0.67356974,0.24703252
Female,angry,happy,0.625,0.375,0.55882394,0.44469985
Female,angry,angry,0.625,0.25,0.66884804,0.43455076
Male,happy,happy,0.625,0.75,0.68377423,0.71527636
Male,surprise,surprise,0.625,0.375,0.5520792,0.5305515
Male,angry,angry,0.625,0.125,0.80083644,0.36061707
Male,neutral,happy,0.75,0.375,0.59188586,0.5784462
Female,angry,angry,0.75,0.25,0.78436697,0.1889773
Female,happy,happy,0.5,0.5,0.7198932,0.72967404
Female,happy,neutral,0.375,0.75,0.36235845,0.5617748
Female,happy,happy,0.625,0.875,0.7752888,0.7810712
Male,angry,happy,0.625,0.375,0.57070136,0.5381949
Male,happy,neutral,0.375,0.375,0.54926294,0.6147548
Female,angry,surprise,0.66666675,0.25,0.825573,0.50006276
Male,happy,happy,0.5,0.5,0.7139032,0.6548528
Male,happy,happy,0.5,0.625,0.72172934,0.7864016
Female,happy,happy,0.75,0.875,0.7788001,0.82991046
Male,neutral,angry,0.5,0.5,0.6051054,0.41841194
Male,happy,happy,0.375,0.75,0.6215522,0.6979228
Male,neutral,happy,0.625,0.75,0.81450427,0.7751348
Male,neutral,happy,0.75,0.625,0.6557501,0.68911743
Male,happy,neutral,0.5,0.75,0.52035916,0.55063635
Male,angry,angry,0.875,0.25,0.76874673,0.2026253
Male,happy,neutral,0.5,0.625,0.5595781,0.64864016
Male,happy,happy,0.625,0.75,0.76023155,0.81037337
Male,neutral,happy,0.5,0.375,0.4707165,0.4542154
Female,sad,sad,0.25,0.25,0.36806548,0.4914011
Female,neutral,happy,0.41666675,0.58333325,0.7072347,0.75738114
Male,happy,neutral,0.625,0.375,0.48921233,0.5044397
Female,happy,surprise,0.5,0.625,0.7455684,0.4293778
Female,sad,neutral,0.5,0.5,0.37601307,0.49374738
Female,happy,happy,0.625,0.25,0.74178356,0.52398777
Female,happy,neutral,0.375,0.75,0.49890545,0.5261394
Male,happy,neutral,0.5,0.5,0.47695807,0.59149164
Female,happy,happy,0.625,0.75,0.4989921,0.5441358
Female,happy,angry,0.5,0.75,0.7119615,0.34950688
Male,neutral,surprise,0.5,0.5,0.60572284,0.6380925
Male,happy,happy,0.75,0.875,0.6826982,0.6689783
Female,neutral,happy,0.625,0.375,0.5922143,0.5052283
Male,sad,neutral,0.375,0.25,0.3790321,0.4495859
Female,happy,angry,0.5,0.375,0.7536265,0.37731284
Male,neutral,sad,0.375,0.25,0.36760128,0.3223679
Male,happy,sad,0.5,0.625,0.67626804,0.2645771
Male,happy,sad,0.375,0.5,0.49003643,0.44931632
Female,happy,contempt,0.875,0.875,0.67390007,0.34664452
Female,happy,happy,0.875,0.875,0.8393229,0.8347272
Male,neutral,happy,0.5,0.625,0.6721974,0.6514414
Female,angry,angry,0.75,0.25,0.8350044,0.17215069
Female,angry,angry,0.5,0.25,0.6954203,0.2839524
Male,angry,surprise,0.25,0.375,0.56520003,0.6022852
Male,happy,angry,0.625,0.375,0.4939659,0.2978243
Male,sad,sad,0.25,0.125,0.2488803,0.22276922
Male,happy,happy,0.5,0.625,0.65926045,0.69230103
Female,happy,angry,0.5,0.75,0.6993895,0.16572551
Female,neutral,neutral,0.41666675,0.5,0.5128867,0.49790537
Male,angry,surprise,0.75,0.375,0.6261762,0.4437581
Female,neutral,happy,0.5,0.75,0.77097553,0.7967586
Male,angry,angry,0.875,0.125,0.77241886,0.22889137
Female,happy,neutral,0.5,0.75,0.4655669,0.4974378
Female,happy,happy,0.625,0.75,0.7324931,0.6916713
Male,sad,sad,0.25,0.25,0.4057423,0.4048756
Male,neutral,happy,0.5,0.375,0.6114,0.62906885
Male,angry,angry,0.75,0.25,0.78673023,0.38794416
Male,angry,angry,0.625,0.125,0.6417606,0.28732133
Female,angry,happy,0.75,0.125,0.7985611,0.74235994
Male,happy,happy,0.75,0.375,0.52702326,0.48371372
Male,sad,angry,0.375,0.375,0.47105068,0.37869576
Female,happy,angry,0.625,0.25,0.6859165,0.31355667
Male,sad,neutral,0.25,0.375,0.5149607,0.5687853
Female,sad,sad,0.5,0.125,0.31559622,0.40031505
Female,angry,angry,0.75,0.25,0.7060647,0.4070562
Female,angry,angry,0.66666675,0.25,0.82325685,0.17254478
Male,angry,angry,0.875,0.25,0.79916114,0.16498627
Male,happy,happy,0.75,0.875,0.7657792,0.7407542
Female,happy,happy,0.625,0.625,0.79353595,0.7151332
Male,sad,sad,0.125,0.375,0.2849292,0.33132586
Female,surprise,happy,0.625,0.25,0.7109363,0.66011393
Female,happy,happy,0.875,0.875,0.83725715,0.8115809
Male,happy,happy,0.5,0.75,0.63942623,0.7164372
Female,neutral,sad,0.25,0.5,0.40951166,0.29637253
Male,sad,sad,0.375,0.5,0.31462857,0.3615864
Male,happy,happy,0.625,0.75,0.73569614,0.8047762
Male,neutral,neutral,0.25,0.375,0.2992521,0.63992685
Female,angry,angry,0.75,0.125,0.8229268,0.31512988
Female,happy,angry,0.625,0.75,0.58738875,0.3333732
Male,angry,surprise,0.625,0.375,0.72340494,0.57819045
Male,happy,sad,0.625,0.625,0.54758084,0.5144788
Female,angry,angry,0.625,0.5,0.7674822,0.15606329
Female,sad,surprise,0.375,0.375,0.44727972,0.43418783
Female,happy,happy,0.5,0.625,0.7636911,0.7298435
Female,happy,angry,0.75,0.5,0.80639964,0.16982932
Female,happy,surprise,0.75,0.875,0.87284774,0.62631315
Male,angry,happy,0.375,0.375,0.5632983,0.55123943
Male,neutral,happy,0.41666675,0.91666675,0.677478,0.79623365
Male,surprise,surprise,0.5,0.375,0.52033484,0.5109682
Male,sad,happy,0.375,0.5,0.52227515,0.62239957
Female,happy,happy,0.5,0.75,0.7034228,0.75364476
Male,happy,happy,0.5,0.25,0.6353574,0.5426682
Male,neutral,neutral,0.375,0.625,0.5085139,0.70770735
Female,happy,happy,0.875,0.875,0.7859954,0.66959345
Female,happy,surprise,0.625,0.75,0.7902144,0.61922073
Female,angry,happy,0.75,0.0,0.82353306,0.65305907
Female,happy,happy,0.625,0.875,0.67579985,0.5324001
Male,angry,angry,0.5,0.25,0.54213697,0.31446934
Female,happy,happy,0.625,0.625,0.79643154,0.75005925
Female,happy,happy,0.625,0.375,0.6988755,0.49967596
Male,angry,neutral,0.5,0.25,0.47651157,0.48962906
Female,happy,happy,0.5,0.75,0.6185985,0.71453
Female,happy,happy,0.875,0.875,0.83306426,0.83252734
Female,happy,contempt,0.75,0.375,0.7909559,0.4228771
Female,angry,angry,0.625,0.375,0.72367215,0.15294929
Male,happy,happy,0.625,0.25,0.62402827,0.55358297
Male,angry,happy,0.75,0.25,0.8393713,0.77455556
Male,angry,angry,0.625,0.125,0.6527813,0.35776153
Female,happy,angry,0.75,0.875,0.6655058,0.19903788
Female,happy,happy,0.75,0.875,0.7897028,0.80442554
Female,happy,angry,0.5,0.75,0.68266964,0.28113064
Female,happy,neutral,0.5,0.75,0.5440282,0.65278834
Male,neutral,happy,0.5,0.625,0.617085,0.6133492
Female,angry,happy,0.5,0.375,0.7321258,0.45824167
Female,angry,neutral,0.58333325,0.41666675,0.68464047,0.47308955
Male,neutral,neutral,0.375,0.375,0.5545984,0.56503135
Male,neutral,neutral,0.5,0.5,0.44093135,0.4677514
Male,neutral,happy,0.375,0.75,0.6141552,0.6446129
Female,neutral,sad,0.25,0.25,0.41888392,0.39621902
Male,happy,happy,0.5,0.5,0.61540174,0.71895695
Female,happy,surprise,0.5,0.875,0.6544592,0.6590534
Male,happy,happy,0.375,0.375,0.67826843,0.6713641
Female,happy,happy,0.875,0.875,0.85277665,0.8144183
Male,angry,angry,0.375,0.375,0.6192908,0.31184068
Male,angry,neutral,0.625,0.25,0.59750557,0.4553654
Female,angry,angry,0.625,0.25,0.8168352,0.16917884
Male,happy,happy,0.375,0.75,0.6454348,0.6619909
Female,angry,angry,0.75,0.25,0.7874239,0.25057527
Female,angry,angry,0.625,0.125,0.83136314,0.17693791
Male,happy,happy,0.75,0.625,0.64279383,0.70413655
Female,happy,happy,0.5,0.75,0.6352958,0.7592221
Male,angry,neutral,0.5,0.375,0.5498415,0.50557464
Female,neutral,sad,0.5,0.5,0.34308127,0.46397847
Female,angry,angry,0.625,0.25,0.7803716,0.25755897
Male,happy,happy,0.5,0.625,0.6729863,0.7088848
Male,happy,happy,0.625,0.625,0.5899341,0.663408
Female,neutral,surprise,0.5,0.5,0.7749858,0.6119253
Male,sad,sad,0.375,0.5,0.34143424,0.3155863
Female,happy,neutral,0.375,0.375,0.40492436,0.50280744
Male,neutral,neutral,0.375,0.375,0.44662932,0.5591435
Male,neutral,happy,0.375,0.75,0.72630936,0.7153094
Male,neutral,neutral,0.5,0.5,0.5372182,0.5145522
Male,happy,neutral,0.375,0.625,0.5799928,0.5394163
Female,happy,angry,0.625,0.5,0.80497336,0.5650989
Female,angry,surprise,0.875,0.125,0.86394083,0.40032718
Female,angry,angry,0.625,0.25,0.7756855,0.16384806
Female,angry,happy,0.625,0.375,0.6782046,0.64500195
Female,angry,angry,0.75,0.25,0.7844531,0.26132193
Male,happy,neutral,0.5,0.375,0.71247435,0.62213266
Male,sad,sad,0.25,0.25,0.33005902,0.21609403
Male,happy,happy,0.625,0.375,0.6587285,0.5006475
Female,happy,happy,0.625,0.625,0.61235917,0.6726364
Male,happy,angry,0.625,0.875,0.70141184,0.28098068
Male,happy,happy,0.375,0.625,0.65022326,0.59862244
Male,neutral,surprise,0.375,0.375,0.64898294,0.5641802
Female,angry,angry,0.875,0.125,0.80322,0.3105092
Male,sad,neutral,0.375,0.375,0.3624916,0.46230787
Male,sad,sad,0.5,0.375,0.4767123,0.3231054
Male,neutral,neutral,0.5,0.66666675,0.6001205,0.5275917
Female,happy,surprise,0.5,0.5,0.6300253,0.6381606
Male,neutral,surprise,0.25,0.5,0.69180125,0.6211979
Male,angry,angry,0.5,0.125,0.5172825,0.21136606
Female,neutral,neutral,0.25,0.375,0.25214508,0.48864076
Male,sad,sad,0.125,0.375,0.44943994,0.43703032
Male,neutral,happy,0.625,0.5,0.56473917,0.5719767
Male,happy,neutral,0.375,0.625,0.55334044,0.5751383
Male,angry,surprise,0.625,0.25,0.6565805,0.53657854
Female,happy,angry,0.5,0.75,0.6590156,0.59645206
Male,neutral,happy,0.375,0.625,0.7766705,0.7412321
Male,neutral,sad,0.25,0.375,0.32821026,0.3749907
Female,angry,angry,0.625,0.375,0.70182,0.2331198
Female,happy,happy,0.625,0.875,0.75561076,0.6851352
Male,happy,happy,1.0,1.0,0.78285426,0.8213441
Male,happy,contempt,0.625,0.75,0.77871734,0.42277652
Female,happy,angry,0.5,0.75,0.7034577,0.38448417
Female,angry,angry,0.875,0.25,0.86381537,0.27410075
Female,happy,happy,0.625,0.75,0.51886606,0.5001458
Female,angry,happy,0.625,0.25,0.7448493,0.5118782
Male,neutral,neutral,0.375,0.625,0.5276225,0.521266
Female,neutral,contempt,0.125,0.5,0.33997312,0.39359483
Male,happy,happy,0.375,0.75,0.6129154,0.57062846
Female,surprise,surprise,0.58333325,0.41666675,0.6267924,0.5670634
Male,angry,contempt,0.625,0.375,0.7587508,0.47731158
Female,happy,happy,0.75,0.875,0.84734696,0.81058127
Male,sad,neutral,0.375,0.375,0.4710622,0.53669333
Male,neutral,neutral,0.375,0.5,0.41295916,0.54292756
Female,happy,happy,0.75,0.875,0.847888,0.84081703
Male,happy,sad,0.375,0.625,0.46794632,0.37946248
Female,happy,happy,0.75,0.875,0.86837864,0.48951414
Male,angry,angry,0.75,0.25,0.87474924,0.25525948
Female,happy,neutral,0.625,0.75,0.50699717,0.5206809
Male,angry,angry,0.625,0.25,0.73029596,0.15923108
Female,sad,sad,0.375,0.25,0.5744465,0.3365042
Male,sad,sad,0.25,0.375,0.34425718,0.3052318
Male,sad,neutral,0.5,0.5,0.4484396,0.586156
Male,sad,sad,0.5,0.25,0.5390271,0.33177486
Male,happy,happy,0.75,0.5,0.65065914,0.5332966
Male,neutral,neutral,0.375,0.75,0.40405926,0.45919746
Male,surprise,surprise,0.375,0.375,0.47933522,0.51322186
Male,neutral,neutral,0.375,0.375,0.53007257,0.54531837
Female,angry,angry,0.875,0.125,0.86487734,0.1781808
Female,happy,happy,0.75,0.625,0.6598186,0.6150586
Male,happy,happy,0.375,0.625,0.62470794,0.79749966
Female,angry,angry,0.375,0.25,0.650806,0.21287979
Male,happy,neutral,0.625,0.75,0.55700827,0.57795054
Male,angry,angry,0.5,0.125,0.8067,0.36187854
Female,happy,angry,0.75,0.75,0.724164,0.26994917
Female,happy,sad,0.5,0.375,0.46698132,0.29763013
